question_id,frontend_question_id,question__title,question__title_slug,difficulty,paid_only,is_new_question,total_acs,total_submitted,url
944,908,Smallest Range I,smallest-range-i,1,False,False,41794,63440,https://leetcode.com/problems/smallest-range-i
945,909,Snakes and Ladders,snakes-and-ladders,2,False,False,35409,91195,https://leetcode.com/problems/snakes-and-ladders
946,910,Smallest Range II,smallest-range-ii,2,False,False,11558,43325,https://leetcode.com/problems/smallest-range-ii
947,911,Online Election,online-election,2,False,False,24333,48120,https://leetcode.com/problems/online-election
948,912,Sort an Array,sort-an-array,2,False,False,94553,147589,https://leetcode.com/problems/sort-an-array
949,913,Cat and Mouse,cat-and-mouse,3,False,False,9294,27557,https://leetcode.com/problems/cat-and-mouse
950,914,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,1,False,False,48385,138195,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards
951,915,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,2,False,False,21133,46489,https://leetcode.com/problems/partition-array-into-disjoint-intervals
952,916,Word Subsets,word-subsets,2,False,False,21943,45894,https://leetcode.com/problems/word-subsets
953,917,Reverse Only Letters,reverse-only-letters,1,False,False,61933,106715,https://leetcode.com/problems/reverse-only-letters
954,918,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,2,False,False,60820,180268,https://leetcode.com/problems/maximum-sum-circular-subarray
955,919,Complete Binary Tree Inserter,complete-binary-tree-inserter,2,False,False,17256,29995,https://leetcode.com/problems/complete-binary-tree-inserter
956,920,Number of Music Playlists,number-of-music-playlists,3,False,False,9973,21357,https://leetcode.com/problems/number-of-music-playlists
957,921,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,2,False,False,74531,100525,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid
958,922,Sort Array By Parity II,sort-array-by-parity-ii,1,False,False,99675,143196,https://leetcode.com/problems/sort-array-by-parity-ii
959,923,3Sum With Multiplicity,3sum-with-multiplicity,2,False,False,19731,55241,https://leetcode.com/problems/3sum-with-multiplicity
960,924,Minimize Malware Spread,minimize-malware-spread,3,False,False,24787,59120,https://leetcode.com/problems/minimize-malware-spread
961,925,Long Pressed Name,long-pressed-name,1,False,False,49042,122823,https://leetcode.com/problems/long-pressed-name
962,926,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,2,False,False,22552,43044,https://leetcode.com/problems/flip-string-to-monotone-increasing
963,927,Three Equal Parts,three-equal-parts,3,False,False,7559,22443,https://leetcode.com/problems/three-equal-parts
964,928,Minimize Malware Spread II,minimize-malware-spread-ii,3,False,False,9934,24465,https://leetcode.com/problems/minimize-malware-spread-ii
965,929,Unique Email Addresses,unique-email-addresses,1,False,False,212622,315721,https://leetcode.com/problems/unique-email-addresses
966,930,Binary Subarrays With Sum,binary-subarrays-with-sum,2,False,False,23579,54271,https://leetcode.com/problems/binary-subarrays-with-sum
967,931,Minimum Falling Path Sum,minimum-falling-path-sum,2,False,False,54411,86819,https://leetcode.com/problems/minimum-falling-path-sum
968,932,Beautiful Array,beautiful-array,2,False,False,12080,20623,https://leetcode.com/problems/beautiful-array
969,933,Number of Recent Calls,number-of-recent-calls,1,False,False,50215,69239,https://leetcode.com/problems/number-of-recent-calls
971,934,Shortest Bridge,shortest-bridge,2,False,False,32790,67352,https://leetcode.com/problems/shortest-bridge
972,935,Knight Dialer,knight-dialer,2,False,False,37321,82366,https://leetcode.com/problems/knight-dialer
973,936,Stamping The Sequence,stamping-the-sequence,3,False,False,8417,19389,https://leetcode.com/problems/stamping-the-sequence
974,937,Reorder Data in Log Files,reorder-data-in-log-files,1,False,False,147306,271831,https://leetcode.com/problems/reorder-data-in-log-files
975,938,Range Sum of BST,range-sum-of-bst,1,False,False,246203,301670,https://leetcode.com/problems/range-sum-of-bst
976,939,Minimum Area Rectangle,minimum-area-rectangle,2,False,False,53666,103958,https://leetcode.com/problems/minimum-area-rectangle
977,940,Distinct Subsequences II,distinct-subsequences-ii,3,False,False,11000,26473,https://leetcode.com/problems/distinct-subsequences-ii
978,941,Valid Mountain Array,valid-mountain-array,1,False,False,78807,240354,https://leetcode.com/problems/valid-mountain-array
979,942,DI String Match,di-string-match,1,False,False,67984,93339,https://leetcode.com/problems/di-string-match
980,943,Find the Shortest Superstring,find-the-shortest-superstring,3,False,False,10921,25385,https://leetcode.com/problems/find-the-shortest-superstring
981,944,Delete Columns to Make Sorted,delete-columns-to-make-sorted,1,False,False,43562,61911,https://leetcode.com/problems/delete-columns-to-make-sorted
982,945,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,2,False,False,27716,59740,https://leetcode.com/problems/minimum-increment-to-make-array-unique
983,946,Validate Stack Sequences,validate-stack-sequences,2,False,False,58108,92831,https://leetcode.com/problems/validate-stack-sequences
984,947,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,2,False,False,55472,100367,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column
985,948,Bag of Tokens,bag-of-tokens,2,False,False,13638,33366,https://leetcode.com/problems/bag-of-tokens
986,949,Largest Time for Given Digits,largest-time-for-given-digits,2,False,False,51988,139710,https://leetcode.com/problems/largest-time-for-given-digits
987,950,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,2,False,False,37540,50224,https://leetcode.com/problems/reveal-cards-in-increasing-order
988,951,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,2,False,False,55251,84313,https://leetcode.com/problems/flip-equivalent-binary-trees
989,952,Largest Component Size by Common Factor,largest-component-size-by-common-factor,3,False,False,22866,64020,https://leetcode.com/problems/largest-component-size-by-common-factor
990,953,Verifying an Alien Dictionary,verifying-an-alien-dictionary,1,False,False,137608,255835,https://leetcode.com/problems/verifying-an-alien-dictionary
991,954,Array of Doubled Pairs,array-of-doubled-pairs,2,False,False,19759,55520,https://leetcode.com/problems/array-of-doubled-pairs
992,955,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,2,False,False,10365,31079,https://leetcode.com/problems/delete-columns-to-make-sorted-ii
993,956,Tallest Billboard,tallest-billboard,3,False,False,8006,20181,https://leetcode.com/problems/tallest-billboard
994,957,Prison Cells After N Days,prison-cells-after-n-days,2,False,False,97650,240930,https://leetcode.com/problems/prison-cells-after-n-days
998,958,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,2,False,False,59239,113771,https://leetcode.com/problems/check-completeness-of-a-binary-tree
999,959,Regions Cut By Slashes,regions-cut-by-slashes,2,False,False,20618,31099,https://leetcode.com/problems/regions-cut-by-slashes
1000,960,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,3,False,False,6857,12754,https://leetcode.com/problems/delete-columns-to-make-sorted-iii
1001,961,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,1,False,False,123187,166668,https://leetcode.com/problems/n-repeated-element-in-size-2n-array
1002,962,Maximum Width Ramp,maximum-width-ramp,2,False,False,20158,44216,https://leetcode.com/problems/maximum-width-ramp
1003,963,Minimum Area Rectangle II,minimum-area-rectangle-ii,2,False,False,12567,24637,https://leetcode.com/problems/minimum-area-rectangle-ii
1004,964,Least Operators to Express Number,least-operators-to-express-number,3,False,False,5480,12440,https://leetcode.com/problems/least-operators-to-express-number
1005,965,Univalued Binary Tree,univalued-binary-tree,1,False,False,96441,142631,https://leetcode.com/problems/univalued-binary-tree
1006,966,Vowel Spellchecker,vowel-spellchecker,2,False,False,12177,25721,https://leetcode.com/problems/vowel-spellchecker
1007,967,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,2,False,False,38045,87285,https://leetcode.com/problems/numbers-with-same-consecutive-differences
1008,968,Binary Tree Cameras,binary-tree-cameras,3,False,False,22166,58784,https://leetcode.com/problems/binary-tree-cameras
1009,969,Pancake Sorting,pancake-sorting,2,False,False,48405,71034,https://leetcode.com/problems/pancake-sorting
1010,970,Powerful Integers,powerful-integers,1,False,False,23263,58220,https://leetcode.com/problems/powerful-integers
1011,971,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,2,False,False,13346,29107,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal
1012,972,Equal Rational Numbers,equal-rational-numbers,3,False,False,4097,9842,https://leetcode.com/problems/equal-rational-numbers
1013,509,Fibonacci Number,fibonacci-number,1,False,False,236245,351758,https://leetcode.com/problems/fibonacci-number
1014,973,K Closest Points to Origin,k-closest-points-to-origin,2,False,False,328331,513036,https://leetcode.com/problems/k-closest-points-to-origin
1016,974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,2,False,False,38368,78026,https://leetcode.com/problems/subarray-sums-divisible-by-k
1017,975,Odd Even Jump,odd-even-jump,3,False,False,32115,76425,https://leetcode.com/problems/odd-even-jump
1018,976,Largest Perimeter Triangle,largest-perimeter-triangle,1,False,False,34922,60545,https://leetcode.com/problems/largest-perimeter-triangle
1019,977,Squares of a Sorted Array,squares-of-a-sorted-array,1,False,False,289969,401487,https://leetcode.com/problems/squares-of-a-sorted-array
1020,978,Longest Turbulent Subarray,longest-turbulent-subarray,2,False,False,30807,66126,https://leetcode.com/problems/longest-turbulent-subarray
1021,979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,2,False,False,44510,64352,https://leetcode.com/problems/distribute-coins-in-binary-tree
1022,980,Unique Paths III,unique-paths-iii,3,False,False,37586,51069,https://leetcode.com/problems/unique-paths-iii
1023,981,Time Based Key-Value Store,time-based-key-value-store,2,False,False,73392,138105,https://leetcode.com/problems/time-based-key-value-store
1024,982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,3,False,False,8365,15078,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero
1025,983,Minimum Cost For Tickets,minimum-cost-for-tickets,2,False,False,76148,121771,https://leetcode.com/problems/minimum-cost-for-tickets
1026,984,String Without AAA or BBB,string-without-aaa-or-bbb,2,False,False,18806,49407,https://leetcode.com/problems/string-without-aaa-or-bbb
1027,985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,1,False,False,44805,73263,https://leetcode.com/problems/sum-of-even-numbers-after-queries
1028,986,Interval List Intersections,interval-list-intersections,2,False,False,133021,197015,https://leetcode.com/problems/interval-list-intersections
1029,987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,2,False,False,88748,243064,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
1030,988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,2,False,False,28707,61860,https://leetcode.com/problems/smallest-string-starting-from-leaf
1031,989,Add to Array-Form of Integer,add-to-array-form-of-integer,1,False,False,46772,105468,https://leetcode.com/problems/add-to-array-form-of-integer
1032,990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,2,False,False,20746,45770,https://leetcode.com/problems/satisfiability-of-equality-equations
1033,991,Broken Calculator,broken-calculator,2,False,False,19352,42232,https://leetcode.com/problems/broken-calculator
1034,992,Subarrays with K Different Integers,subarrays-with-k-different-integers,3,False,False,31690,64592,https://leetcode.com/problems/subarrays-with-k-different-integers
1035,993,Cousins in Binary Tree,cousins-in-binary-tree,1,False,False,116664,224344,https://leetcode.com/problems/cousins-in-binary-tree
1036,994,Rotting Oranges,rotting-oranges,2,False,False,155011,314498,https://leetcode.com/problems/rotting-oranges
1037,995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,3,False,False,12112,25691,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips
1038,996,Number of Squareful Arrays,number-of-squareful-arrays,3,False,False,13780,28844,https://leetcode.com/problems/number-of-squareful-arrays
1039,997,Find the Town Judge,find-the-town-judge,1,False,False,136454,272885,https://leetcode.com/problems/find-the-town-judge
1040,998,Maximum Binary Tree II,maximum-binary-tree-ii,2,False,False,17095,27052,https://leetcode.com/problems/maximum-binary-tree-ii
1041,999,Available Captures for Rook,available-captures-for-rook,1,False,False,31321,46958,https://leetcode.com/problems/available-captures-for-rook
1042,1000,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,3,False,False,15945,39799,https://leetcode.com/problems/minimum-cost-to-merge-stones
1043,1001,Grid Illumination,grid-illumination,3,False,False,8837,24557,https://leetcode.com/problems/grid-illumination
1044,1002,Find Common Characters,find-common-characters,1,False,False,77844,115022,https://leetcode.com/problems/find-common-characters
1045,1003,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions,2,False,False,22971,41562,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions
1046,1004,Max Consecutive Ones III,max-consecutive-ones-iii,2,False,False,64903,109212,https://leetcode.com/problems/max-consecutive-ones-iii
1047,1005,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations,1,False,False,29174,56688,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations
1048,1006,Clumsy Factorial,clumsy-factorial,2,False,False,13109,24553,https://leetcode.com/problems/clumsy-factorial
1049,1007,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,2,False,False,87365,174687,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row
1050,1008,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal,2,False,False,137591,175252,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal
1051,1055,Shortest Way to Form String,shortest-way-to-form-string,2,True,False,34910,61220,https://leetcode.com/problems/shortest-way-to-form-string
1052,1057,Campus Bikes,campus-bikes,2,True,False,38914,67524,https://leetcode.com/problems/campus-bikes
1053,1058,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target,2,True,False,3078,7346,https://leetcode.com/problems/minimize-rounding-error-to-meet-target
1054,1009,Complement of Base 10 Integer,complement-of-base-10-integer,1,False,False,33130,55530,https://leetcode.com/problems/complement-of-base-10-integer
1055,1010,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60,1,False,False,36884,77904,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
1056,1011,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days,2,False,False,50451,85912,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
1057,1012,Numbers With Repeated Digits,numbers-with-repeated-digits,3,False,False,5376,14329,https://leetcode.com/problems/numbers-with-repeated-digits
1058,1061,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string,2,True,False,3975,6074,https://leetcode.com/problems/lexicographically-smallest-equivalent-string
1059,1060,Missing Element in Sorted Array,missing-element-in-sorted-array,2,True,False,40589,74449,https://leetcode.com/problems/missing-element-in-sorted-array
1060,1062,Longest Repeating Substring,longest-repeating-substring,2,True,False,13863,24143,https://leetcode.com/problems/longest-repeating-substring
1061,1063,Number of Valid Subarrays,number-of-valid-subarrays,3,True,False,3708,5200,https://leetcode.com/problems/number-of-valid-subarrays
1062,1013,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,1,False,False,36579,71478,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum
1063,1014,Best Sightseeing Pair,best-sightseeing-pair,2,False,False,18290,34777,https://leetcode.com/problems/best-sightseeing-pair
1064,1015,Smallest Integer Divisible by K,smallest-integer-divisible-by-k,2,False,False,11373,35149,https://leetcode.com/problems/smallest-integer-divisible-by-k
1065,1016,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n,2,False,False,16592,28389,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n
1066,1064,Fixed Point,fixed-point,1,True,False,18770,28325,https://leetcode.com/problems/fixed-point
1067,1066,Campus Bikes II,campus-bikes-ii,2,True,False,22691,41814,https://leetcode.com/problems/campus-bikes-ii
1068,1067,Digit Count in Range,digit-count-in-range,3,True,False,1623,4073,https://leetcode.com/problems/digit-count-in-range
1069,1056,Confusing Number,confusing-number,1,True,False,13419,27848,https://leetcode.com/problems/confusing-number
1070,1017,Convert to Base -2,convert-to-base-2,2,False,False,11784,19972,https://leetcode.com/problems/convert-to-base-2
1071,1018,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,1,False,False,24686,51756,https://leetcode.com/problems/binary-prefix-divisible-by-5
1072,1019,Next Greater Node In Linked List,next-greater-node-in-linked-list,2,False,False,51810,89129,https://leetcode.com/problems/next-greater-node-in-linked-list
1073,1020,Number of Enclaves,number-of-enclaves,2,False,False,20050,34565,https://leetcode.com/problems/number-of-enclaves
1074,1086,High Five,high-five,1,True,False,34755,43428,https://leetcode.com/problems/high-five
1075,1065,Index Pairs of a String,index-pairs-of-a-string,1,True,False,7962,13114,https://leetcode.com/problems/index-pairs-of-a-string
1076,1087,Brace Expansion,brace-expansion,2,True,False,21721,34594,https://leetcode.com/problems/brace-expansion
1077,1088,Confusing Number II,confusing-number-ii,3,True,False,15440,34827,https://leetcode.com/problems/confusing-number-ii
1078,1021,Remove Outermost Parentheses,remove-outermost-parentheses,1,False,False,100525,128267,https://leetcode.com/problems/remove-outermost-parentheses
1079,1022,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers,1,False,False,71596,101009,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers
1080,1023,Camelcase Matching,camelcase-matching,2,False,False,18719,32776,https://leetcode.com/problems/camelcase-matching
1081,1024,Video Stitching,video-stitching,2,False,False,24966,50720,https://leetcode.com/problems/video-stitching
1082,1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,1,True,False,13229,17718,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number
1083,1099,Two Sum Less Than K,two-sum-less-than-k,1,True,False,41114,67712,https://leetcode.com/problems/two-sum-less-than-k
1084,1100,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,2,True,False,11996,16447,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters
1085,1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,2,True,False,5992,9039,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends
1086,1025,Divisor Game,divisor-game,1,False,False,68391,103327,https://leetcode.com/problems/divisor-game
1087,1027,Longest Arithmetic Subsequence,longest-arithmetic-subsequence,2,False,False,44180,84926,https://leetcode.com/problems/longest-arithmetic-subsequence
1088,1118,Number of Days in a Month,number-of-days-in-a-month,1,True,False,4282,7475,https://leetcode.com/problems/number-of-days-in-a-month
1089,1119,Remove Vowels from a String,remove-vowels-from-a-string,1,True,False,42409,47113,https://leetcode.com/problems/remove-vowels-from-a-string
1090,1134,Armstrong Number,armstrong-number,1,True,False,12856,16451,https://leetcode.com/problems/armstrong-number
1091,1120,Maximum Average Subtree,maximum-average-subtree,2,True,False,15604,24946,https://leetcode.com/problems/maximum-average-subtree
1092,1026,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor,2,False,False,43224,65240,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor
1093,1028,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,3,False,False,20407,29083,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal
1094,1030,Matrix Cells in Distance Order,matrix-cells-in-distance-order,1,False,False,24581,37300,https://leetcode.com/problems/matrix-cells-in-distance-order
1095,1029,Two City Scheduling,two-city-scheduling,2,False,False,92942,165266,https://leetcode.com/problems/two-city-scheduling
1096,1031,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays,2,False,False,26797,46179,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
1097,1032,Stream of Characters,stream-of-characters,3,False,False,40261,83441,https://leetcode.com/problems/stream-of-characters
1098,1133,Largest Unique Number,largest-unique-number,1,True,False,11560,17260,https://leetcode.com/problems/largest-unique-number
1099,1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value,2,True,False,22626,45604,https://leetcode.com/problems/path-with-maximum-minimum-value
1100,1135,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,2,True,False,16984,29286,https://leetcode.com/problems/connecting-cities-with-minimum-cost
1101,1136,Parallel Courses,parallel-courses,3,True,False,9010,14727,https://leetcode.com/problems/parallel-courses
1102,1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,1,True,False,13762,23393,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array
1103,1033,Moving Stones Until Consecutive,moving-stones-until-consecutive,1,False,False,13609,32330,https://leetcode.com/problems/moving-stones-until-consecutive
1104,1034,Coloring A Border,coloring-a-border,2,False,False,10933,24319,https://leetcode.com/problems/coloring-a-border
1105,1035,Uncrossed Lines,uncrossed-lines,2,False,False,46977,83806,https://leetcode.com/problems/uncrossed-lines
1106,1036,Escape a Large Maze,escape-a-large-maze,3,False,False,10088,28635,https://leetcode.com/problems/escape-a-large-maze
1107,1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,2,True,False,6339,10667,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together
1108,1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,2,True,False,14564,33379,https://leetcode.com/problems/analyze-user-website-visit-pattern
1111,1039,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon,2,False,False,11132,22555,https://leetcode.com/problems/minimum-score-triangulation-of-polygon
1112,1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,1,False,False,54801,81239,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters
1113,1040,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii,2,False,False,5333,10073,https://leetcode.com/problems/moving-stones-until-consecutive-ii
1114,1038,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree,2,False,False,53234,65654,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
1115,1037,Valid Boomerang,valid-boomerang,1,False,False,18521,48876,https://leetcode.com/problems/valid-boomerang
1116,1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,2,False,False,47519,65659,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree
1117,1162,As Far from Land as Possible,as-far-from-land-as-possible,2,False,False,21521,49354,https://leetcode.com/problems/as-far-from-land-as-possible
1118,1121,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,3,True,False,2807,4908,https://leetcode.com/problems/divide-array-into-increasing-sequences
1119,1041,Robot Bounded In Circle,robot-bounded-in-circle,2,False,False,19535,38785,https://leetcode.com/problems/robot-bounded-in-circle
1120,1042,Flower Planting With No Adjacent,flower-planting-with-no-adjacent,1,False,False,30481,63075,https://leetcode.com/problems/flower-planting-with-no-adjacent
1121,1043,Partition Array for Maximum Sum,partition-array-for-maximum-sum,2,False,False,20477,31231,https://leetcode.com/problems/partition-array-for-maximum-sum
1122,1044,Longest Duplicate Substring,longest-duplicate-substring,3,False,False,30083,94187,https://leetcode.com/problems/longest-duplicate-substring
1123,1165,Single-Row Keyboard,single-row-keyboard,1,True,False,27089,31970,https://leetcode.com/problems/single-row-keyboard
1124,1153,String Transforms Into Another String,string-transforms-into-another-string,3,True,False,22058,61656,https://leetcode.com/problems/string-transforms-into-another-string
1125,1166,Design File System,design-file-system,2,True,False,7060,12392,https://leetcode.com/problems/design-file-system
1126,1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,2,True,False,31417,49755,https://leetcode.com/problems/minimum-cost-to-connect-sticks
1127,1046,Last Stone Weight,last-stone-weight,1,False,False,141248,227322,https://leetcode.com/problems/last-stone-weight
1128,1047,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string,1,False,False,90619,131140,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string
1129,1048,Longest String Chain,longest-string-chain,2,False,False,72059,131380,https://leetcode.com/problems/longest-string-chain
1130,1049,Last Stone Weight II,last-stone-weight-ii,2,False,False,20498,46357,https://leetcode.com/problems/last-stone-weight-ii
1131,1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,1,True,False,10035,13033,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter
1132,1181,Before and After Puzzle,before-and-after-puzzle,2,True,False,7808,17590,https://leetcode.com/problems/before-and-after-puzzle
1133,1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,3,False,False,15754,45307,https://leetcode.com/problems/last-substring-in-lexicographical-order
1134,1182,Shortest Distance to Target Color,shortest-distance-to-target-color,2,True,False,6380,12099,https://leetcode.com/problems/shortest-distance-to-target-color
1135,1045,Customers Who Bought All Products,customers-who-bought-all-products,2,True,False,12997,19121,https://leetcode.com/problems/customers-who-bought-all-products
1136,1050,Actors and Directors Who Cooperated At Least Three Times,actors-and-directors-who-cooperated-at-least-three-times,1,True,False,16788,23337,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times
1137,1051,Height Checker,height-checker,1,False,False,76793,107457,https://leetcode.com/problems/height-checker
1138,1052,Grumpy Bookstore Owner,grumpy-bookstore-owner,2,False,False,27767,50153,https://leetcode.com/problems/grumpy-bookstore-owner
1139,1053,Previous Permutation With One Swap,previous-permutation-with-one-swap,2,False,False,13829,28496,https://leetcode.com/problems/previous-permutation-with-one-swap
1140,1054,Distant Barcodes,distant-barcodes,2,False,False,17504,40292,https://leetcode.com/problems/distant-barcodes
1141,1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,1,True,False,9216,13617,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket
1142,1197,Minimum Knight Moves,minimum-knight-moves,2,True,False,34738,96038,https://leetcode.com/problems/minimum-knight-moves
1143,1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,2,True,False,10059,13483,https://leetcode.com/problems/find-smallest-common-element-in-all-rows
1144,1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,3,True,False,8749,14185,https://leetcode.com/problems/optimize-water-distribution-in-a-village
1145,1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,3,False,False,18856,31173,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target
1146,1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,1,False,False,31346,59943,https://leetcode.com/problems/greatest-common-divisor-of-strings
1147,1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,2,False,False,10993,18007,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows
1148,1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,2,False,False,7409,21531,https://leetcode.com/problems/adding-two-negabinary-numbers
1149,1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,1,True,False,27849,35378,https://leetcode.com/problems/intersection-of-three-sorted-arrays
1150,1214,Two Sum BSTs,two-sum-bsts,2,True,False,13994,20638,https://leetcode.com/problems/two-sum-bsts
1151,1215,Stepping Numbers,stepping-numbers,2,True,False,5071,12096,https://leetcode.com/problems/stepping-numbers
1152,1183,Maximum Number of Ones,maximum-number-of-ones,3,True,False,1388,2531,https://leetcode.com/problems/maximum-number-of-ones
1153,1068,Product Sales Analysis I,product-sales-analysis-i,1,True,False,22561,27213,https://leetcode.com/problems/product-sales-analysis-i
1154,1069,Product Sales Analysis II,product-sales-analysis-ii,1,True,False,18682,22533,https://leetcode.com/problems/product-sales-analysis-ii
1155,1070,Product Sales Analysis III,product-sales-analysis-iii,2,True,False,12928,26371,https://leetcode.com/problems/product-sales-analysis-iii
1156,1078,Occurrences After Bigram,occurrences-after-bigram,1,False,False,30621,47349,https://leetcode.com/problems/occurrences-after-bigram
1157,1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,2,False,False,14331,28996,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths
